Jweller,Address,City,StateCode,Zip,Phone,URL
Ware Jewelers," 7268 Eastchase Pkwy,"," Montgomery,", AL , 36117,(334) 386-9273,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=5
Heidi's Fine Jewelry," 7857 Vaughn Rd,"," Montgomery,", AL , 36116,(334) 239-7700,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=5
Reflections Diamond Jewelry," 1845 Montgomery Hwy Suite 225,"," Hoover,", AL , 35244,(205) 982-4888,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Silver Plus Gold Jewelry," 3000 Riverchase Galleria,"," Hoover,", AL , 35244,(205) 403-0012,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Edgewood Fine Jewelry," 2854 18th St S,"," Birmingham,", AL , 35209,(205) 423-8616,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Reflections Diamond Jewelry," 3075 John Hawkins Pkwy,"," Hoover,", AL , 35244,(205) 982-4888,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Watches Unlimited," 2000 Riverchase Galleria,"," Hoover,", AL , 35244,(205) 402-9787,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Martin Design," 1678 Montgomery Hwy,"," Birmingham,", AL , 35216,(205) 824-7714,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Kay Jewelers," 200 Summit Blvd # 200,"," Vestavia,", AL , 35243,(205) 977-3208,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Kay Jewelers," 2000 Riverchase Galleria Ste 215,"," Hoover,", AL , 35244,(205) 985-3208,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Exvoto Jewelry," 2402 Canterbury Rd,"," Mountain Brk,", AL , 35223,(205) 538-7301,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Alan's Express Jewelry Repair," 619 Montgomery Hwy,"," Vestavia,", AL , 35216,(205) 769-6930,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Jared - Galleria of Jewelry," 3460 Galleria Cir,"," Hoover,", AL , 35244,(205) 733-2171,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Baubles and Beads," 1416 14th Street South #3,"," Birmingham,", AL , 35205,(205) 356-3352,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Galatea Designs," 6 Office Park Cir,"," Mountain Brk,", AL , 35223,(205) 879-3045,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Topkapi," 761 Brookwood Vlg,"," Birmingham,", AL , 35209,(205) 871-0753,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Brierfield-AL?page=10
Southern Bullion Coin & Jewelry," 3909 Pepperell Pkwy Ste. E,"," Opelika,", AL , 36801,(334) 737-6137,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
S-Designs Boutique," 217 Camellia Ave,"," Opelika,", AL , 36804,(334) 610-1690,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Midas Jewelers," 2213 Tiger Town Pkwy,"," Opelika,", AL , 36801,(334) 704-0009,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Pawn Central Inc," 1622 Pepperell Pkwy Ste 2,"," Opelika,", AL , 36801,(334) 749-7296,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
It's Fashion," 820 Columbus Pkwy,"," Opelika,", AL , 36801,(334) 745-6567,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Ware Jewelers," 2163 Tiger Town Pkwy,"," Opelika,", AL , 36801,(334) 749-5005,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Hometown Jewelry Company," 3909 Pepperell Pkwy Ste E,"," Opelika,", AL , 36801,(334) 203-1410,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Maria Foot," 231 S 8th St,"," Opelika,", AL , 36801,(334) 704-0009,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Ware Jewelers," 1515 2nd Ave,"," Opelika,", AL , 36801,(334) 749-5005,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Howard's Fine Jewelry," 1147 Opelika Rd,"," Auburn,", AL , 36830,(334) 821-1200,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Ware Jewelers," 111 S College St,"," Auburn,", AL , 36830,(334) 821-7375,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Swanson Diamond Center," 920 Opelika Rd,"," Auburn,", AL , 36830,(334) 826-1890,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Private Gallery," 140 N College St # 102,"," Auburn,", AL , 36830,(334) 501-0932,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Tanory Diamonds," 129 E Magnolia Ave,"," Auburn,", AL , 36830,(334) 821-0229,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL
Soleil," 2850 Venice Rd SW,"," Birmingham,", AL , 35211,(205) 518-0733,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
New York Jewelers," 715 Brookwood Vlg,"," Birmingham,", AL , 35209,(205) 414-7867,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Coman Baum Fine Jewelry," 270 Doug Baker Blvd Ste 500,"," Birmingham,", AL , 35242,(205) 991-1812,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Byrons Jewelry and Pawn," 425 Huffman Rd,"," Birmingham,", AL , 35215,(205) 836-9960,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Crown Jewelers," 430 Green Springs Hwy Ste 151,"," Birmingham,", AL , 35209,(205) 945-8803,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Jewelry Pawn Outlet," 3951 Pinson Valley Pkwy,"," Birmingham,", AL , 35217,(205) 856-9950,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Wallace & Burke," 1811 29th Ave S,"," Birmingham,", AL , 35209,(205) 874-1044,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Bromberg And Co Inc," 2800 Cahaba Rd,"," Birmingham,", AL , 35223,(205) 871-3276,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Cash America Pawn," 1441 Forestdale Blvd,"," Birmingham,", AL , 35214,(205) 558-5839,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Southern Bullion Coins and Jewelry," 2801 John Hawkins Pkwy,"," Hoover,", AL , 35244,(205) 637-7034,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
hoover gold buyers," 3659 lorna rd #157,"," hoover,", AL , 35216,(205) 402-5934,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Anthony's Jewelry & Pawn," 4173 Highway 280,"," Birmingham,", AL , 35242,(205) 980-1080,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Scott's Jewelry & Pawn," 1944 Pinson Valley Pkwy,"," Birmingham,", AL , 35217,(205) 783-1015,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Galatea Designs," 6 Office Park Cir,"," Mountain Brk,", AL , 35223,(205) 253-3045,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wilton-AL?page=8
Gold Mine Jewelry," 822 Highway 31 SW,"," Hartselle,", AL , 35640,(256) 773-4188,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
JCS 14 Karat," 1113 8th Ave SE,"," Decatur,", AL , 35601,(256) 350-3585,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Beltline Pawn And Jewelry," 901 Wimberly Dr SW,"," Decatur,", AL , 35603,(256) 350-6016,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
JV's Pawn Shop," 1815-1 6th Ave Southeast,"," Decatur,", AL , 35601,(256) 308-1163,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Zales," 1801 Beltline Rd SW,"," Decatur,", AL , 35601,(256) 340-0277,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Kay Jewelers," 1801 Beltline Rd SW Space A9,"," Decatur,", AL , 35601,(256) 353-3962,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Jarvis," 203 Commerce Cir SW,"," Decatur,", AL , 35601,(256) 686-1923,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Kellys Jewelry," 1105 Beltline Rd SE,"," Decatur,", AL , 35601,(256) 355-6065,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Bama Pawn & Gun," 305 Beltline Rd,"," Decatur,", AL , 35601,(256) 351-7534,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Jimmy Smith Jewelers," Southland Plz, Decatur AL, 35601,"," Decatur,", AL , 35601,(256) 353-2512,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
It's Fashion," 1820 6th Ave SE,"," Decatur,", AL , 35601,(256) 353-2062,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Jimmy Smith Jewelers," 2019 6th Ave SE Ste 2,"," Decatur,", AL , 35601,(256) 353-2512,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Southern Bullion Coin & Jewelry," 1605 Beltline Rd SW,"," Decatur,", AL , 35601,(256) 686-2220,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Gold & Diamond Inc," 1801 Beltline Rd SW,"," Decatur,", AL , 35601,(256) 350-5400,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=10
Kay Jewelers," 200 Summit Blvd # 200,"," Vestavia,", AL , 35243,(205) 977-3208,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Kay Jewelers," 2000 Riverchase Galleria Ste 215,"," Hoover,", AL , 35244,(205) 985-3208,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Exvoto Jewelry," 2402 Canterbury Rd,"," Mountain Brk,", AL , 35223,(205) 538-7301,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Alan's Express Jewelry Repair," 619 Montgomery Hwy,"," Vestavia,", AL , 35216,(205) 769-6930,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Jared - Galleria of Jewelry," 3460 Galleria Cir,"," Hoover,", AL , 35244,(205) 733-2171,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Baubles and Beads," 1416 14th Street South #3,"," Birmingham,", AL , 35205,(205) 356-3352,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Galatea Designs," 6 Office Park Cir,"," Mountain Brk,", AL , 35223,(205) 879-3045,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Topkapi," 761 Brookwood Vlg,"," Birmingham,", AL , 35209,(205) 871-0753,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Private Gallery," 211 Summit Blvd Ste 100,"," Vestavia,", AL , 35243,(205) 969-1559,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
The Jewel Source," 790 Montgomery Hwy Ste 118,"," Vestavia,", AL , 35216,(205) 979-0028,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Pandora Jewelry," 200 Summit Blvd,"," Vestavia,", AL , 35243,(205) 977-3882,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
It's Fashion Metro," 7517 Crestwood Blvd,"," Irondale,", AL , 35210,(205) 595-8290,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Steed's Jeweler's Inc," 1425 Montgomery Hwy Ste 111,"," Vestavia,", AL , 35216,(205) 822-9173,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Regina Jewelry & Treasures," 225 Summit Blvd # 700,"," Vestavia,", AL , 35243,(205) 870-9477,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bon-Air-AL?page=11
Anthony And Co Jewelers," 2080 Valleydale Rd,"," Hoover,", AL , 35244,(205) 987-2522,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Reflections Diamond Jewelry," 1845 Montgomery Hwy Suite 225,"," Hoover,", AL , 35244,(205) 982-4888,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Silver Plus Gold Jewelry," 3000 Riverchase Galleria,"," Hoover,", AL , 35244,(205) 403-0012,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Edgewood Fine Jewelry," 2854 18th St S,"," Birmingham,", AL , 35209,(205) 423-8616,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Reflections Diamond Jewelry," 3075 John Hawkins Pkwy,"," Hoover,", AL , 35244,(205) 982-4888,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Watches Unlimited," 2000 Riverchase Galleria,"," Hoover,", AL , 35244,(205) 402-9787,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Martin Design," 1678 Montgomery Hwy,"," Birmingham,", AL , 35216,(205) 824-7714,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Kay Jewelers," 200 Summit Blvd # 200,"," Vestavia,", AL , 35243,(205) 977-3208,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Kay Jewelers," 2000 Riverchase Galleria Ste 215,"," Hoover,", AL , 35244,(205) 985-3208,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Exvoto Jewelry," 2402 Canterbury Rd,"," Mountain Brk,", AL , 35223,(205) 538-7301,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Alan's Express Jewelry Repair," 619 Montgomery Hwy,"," Vestavia,", AL , 35216,(205) 769-6930,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Jared - Galleria of Jewelry," 3460 Galleria Cir,"," Hoover,", AL , 35244,(205) 733-2171,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Baubles and Beads," 1416 14th Street South #3,"," Birmingham,", AL , 35205,(205) 356-3352,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Galatea Designs," 6 Office Park Cir,"," Mountain Brk,", AL , 35223,(205) 879-3045,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Bremen-AL?page=12
Har'ts Jewelry & Gift Shop," 111 Head Ave,"," Tallapoosa,", GA , 30176,(770) 574-7926,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
"Baxley Jewelers, LLC"," 412 Adamson Square,"," Carrollton,", GA , 30117,(678) 428-7710,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Willis Jewelry Co," 203 Adamson Sq,"," Carrollton,", GA , 30117,(678) 321-4846,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Gold Nugget Pawn Shop," 201 Newnan Rd,"," Carrollton,", GA , 30117,(770) 834-8868,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Buck Creek Pawn & Jewelry," 2692 N Highway 27,"," Carrollton,", GA , 30117,(770) 834-1881,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Mckinley & Son," 1517 S Highway 27,"," Carrollton,", GA , 30117,(678) 664-0490,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Fred Meyer Jewelers," 1355 N Park St,"," Carrollton,", GA , 30117,(770) 214-1996,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Mark's," 116B Rome St,"," Carrollton,", GA , 30117,(770) 834-0202,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Kay Jewelers," 1109 S Park St Suite 25A,"," Carrollton,", GA , 30117,(770) 832-1226,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Cooks Jewelry," 201 Dixie St,"," Carrollton,", GA , 30117,(770) 834-7307,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Greg Cook's Fine Jewelry & Diamonds," 1109 S Park St,"," Carrollton,", GA , 30117,(770) 832-0060,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Fred Meyer Jewelers," 1355 S Park St,"," Carrollton,", GA , 30117,(770) 214-1996,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Traylor's Pawn & Jewelry," 504 Greenville St,"," Lagrange,", GA , 30241,(706) 884-5600,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Dennis Jewelry & Pawn Shop," 107 Daniel St,"," Lagrange,", GA , 30241,(706) 884-9038,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wedowee-AL?page=3
Capital Pawn Shop," 4359 Troy Hwy,"," Montgomery,", AL , 36116,(334) 288-2225,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Ray Boone Jeweler," 7788 Atlanta Hwy,"," Montgomery,", AL , 36117,(334) 272-4300,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Barry Lynch Jewelers," 2756 Boultier St,"," Montgomery,", AL , 36106,(334) 269-0001,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Jackson Jewelry," 2360 E South Blvd,"," Montgomery,", AL , 36116,(334) 281-3666,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Creative Accent," 1011 Eastdale Mall,"," Montgomery,", AL , 36117,(334) 271-7602,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
It's Fashion," 2885 E South Blvd,"," Montgomery,", AL , 36116,(334) 286-1173,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Pandora Jewelry," 7040 Eastchase Pkwy # C-43,"," Montgomery,", AL , 36117,(334) 356-4044,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Tallassee Jewelry And Gifts," 5 S Ann Ave,"," Tallassee,", AL , 36078,(334) 283-2464,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
R & D Enterprises," 109 Central Blvd,"," Tallassee,", AL , 36078,(334) 283-5867,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
House Jewelry Co," 119 Main St,"," Alexander City,", AL , 35010,(256) 234-2361,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Southern Charm Jewelry A," 92 Halliana Rd,"," Alexander City,", AL , 35010,(256) 234-2527,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Stacey's Gold Outlet," 64 Broad St,"," Alexander City,", AL , 35010,(256) 234-2337,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Edwards Jewelers," 617 2nd Ave N,"," Clanton,", AL , 35045,(205) 755-4290,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Morlyn's," 621 2nd Ave N,"," Clanton,", AL , 35045,(205) 755-4340,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Wetumpka-AL?page=6
Private Gallery," 107 Summit Pkwy,"," Birmingham,", AL , 35209,(205) 969-1559,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Brighton," 220 Summit Pl,"," Birmingham,", AL , 35243,(205) 972-4665,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Rimani Collection," 900 7th St. West,"," Birmingham,", AL , 35204,(323) 366-0093,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Busby Jewelers," 673 Rockhurst Dr,"," Birmingham,", AL , 35209,(205) 879-6677,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
A Rabbits Tale Inc," 775 Brookwood Vlg,"," Birmingham,", AL , 35209,(205) 879-8921,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Martinear Jewelers," 728 3rd Ave W # B-1,"," Birmingham,", AL , 35204,(205) 533-8547,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
James Avery Jewelry," 220 Summit Pl #170,"," Birmingham,", AL , 35243,(205) 967-3485,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Southern Coin & Collectibles," 3081 Lorna Rd Ste 100,"," Birmingham,", AL , 35216,(205) 822-4900,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Martinear Jewelers," 2414 2nd Ave N,"," Birmingham,", AL , 35203,(205) 422-6534,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Sander's Jewelry," 2000A Southbridge Pkwy Ste 420,"," Birmingham,", AL , 35209,(205) 414-8477,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Waldin Jewelers," 1477 Gadsden Hwy Ste 106,"," Birmingham,", AL , 35235,(205) 655-7867,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Sander's Jewelry," 2000 Southbridge Pkwy # A,"," Birmingham,", AL , 35209,(205) 414-8477,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
New York Jewelers," 775 Brookwood Vlg,"," Birmingham,", AL , 35209,(205) 414-7867,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Jingers Jewaels," 5 Glasgow Rd,"," Birmingham,", AL , 35224,(205) 744-3050,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Westover-AL?page=6
Marks & Morgan Jewelers," 1627-20 Opelika Rd,"," Auburn,", AL , 36830,(334) 821-7207,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Balfour Class Ring Company," 2050 Canary Dr,"," Auburn,", AL , 36830,(334) 821-0613,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Jewelry By Design," 590 N Dean Rd,"," Auburn,", AL , 36830,(334) 821-9940,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Marquirette's Exquisite Jewelry," 1199 S Donahue Dr,"," Auburn,", AL , 36832,(334) 502-9999,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
"Auburn Pawn, Jewelry and Guns"," 920 Suite B Opelika Rd,"," Auburn,", AL , 36832,(334) 826-1898,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Fashion Scents," 1627 Opelika Rd Ste 27B,"," Auburn,", AL , 36830,(334) 502-7071,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Mega Fashion Jewelry," 1625 E University Dr,"," Auburn,", AL , 36830,(334) 502-8002,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Sharman-Ables Exquisite Jewelers," 615 Stage Road unit 3,"," Auburn,", AL , 36830,(334) 744-0183,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Intrigue Jewelers," 1627 Opelika Rd Ste 11,"," Auburn,", AL , 36830,(334) 826-0612,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Ware Jewelers," 1627 Opelika Rd,"," Auburn,", AL , 36830,(334) 821-3122,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Tanory Diamonds," 137 S Gay St,"," Auburn,", AL , 36830,(334) 821-0229,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Kay Jewelers," 1627 Opelika Rd Ste 9,"," Auburn,", AL , 36830,(334) 821-3122,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Mega Fashion Jewelry," 1627 Opelika Rd Ste B5,"," Auburn,", AL , 36830,(334) 502-8002,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
Beads@Watch," PO Box 2304,"," Auburn,", AL , 36831,(334) 319-0872,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Waverly-AL?page=2
AAA Pawn," 1508 Moulton St W,"," Decatur,", AL , 35601,(256) 355-1018,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
J C's 14 Carat," 14 Karat,"," Decatur,", AL , 35601,(256) 350-3585,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Designed Jewelry," 1801 Beltline Rd SW,"," Decatur,", AL , 35601,(256) 350-0024,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Jamie Hood Jewelers," 1690 Beltline Rd SW,"," Decatur,", AL , 35601,(256) 686-2852,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Hobbs Jewelers," 1605 Beltline Rd SW,"," Decatur,", AL , 35601,(256) 686-3096,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Bank Street Antique Mall," 818 Bank St NE,"," Decatur,", AL , 35601,(256) 353-6505,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Esmeralda's Jewelry," 101 Albert St SW,"," Decatur,", AL , 35601,(256) 340-1777,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Randy's Jewelry & Pawn," 4700 Highway 136,"," Trenton,", GA , 30752,(706) 657-3815,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
Hobbs Jewelers," 26557 Main St,"," Ardmore,", TN , 38449,(931) 427-3252,http://www.buyandsellgoldsilver.com/Gold-Silver-Dealers/Woodville-AL?page=11
